,Status,Gender,Education,Income,Card Type,Months_Inactive_12_mon,Total_Revolving_Bal,Avg_Utilization_Ratio,MaritalDependentRatio,CreditUsage,AvgTransValue,TenureByAge
2997,1,0,1,4,0,2,0,0.0,0.17,1.0,45.64,0.56
2999,1,1,2,0,0,3,2379,0.855,0.17,0.15,52.66,0.77
3002,1,1,4,0,0,2,1402,0.35,0.2,0.65,39.89,0.68
3003,1,0,2,2,1,3,1388,0.04,0.5,0.96,50.95,0.88
3004,1,0,1,2,0,2,1695,0.166,0.17,0.83,43.62,0.75
3007,1,0,4,1,0,1,0,0.0,0.17,1.0,63.86,0.79
3010,1,0,3,4,1,2,891,0.026,0.17,0.97,41.98,0.72
3013,1,1,1,0,0,2,796,0.092,0.25,0.91,68.91,0.77
3014,1,1,1,0,0,3,1193,0.262,0.33,0.74,58.0,0.86
3015,1,0,2,2,0,1,0,0.0,0.33,1.0,63.63,0.65
3021,1,1,1,0,1,2,2517,0.187,0.12,0.81,38.65,0.74
3024,1,0,1,3,1,1,1793,0.052,0.12,0.95,58.12,0.87
3025,-1,0,3,2,0,1,0,0.0,0.08,1.0,39.64,0.85
3026,-1,0,1,3,0,3,0,0.0,0.2,1.0,38.53,0.78
3029,1,0,0,3,0,3,1021,0.108,0.5,0.89,60.0,0.78
3031,1,0,1,3,0,2,0,0.0,0.25,1.0,37.72,1.12
3033,1,0,3,2,0,2,1397,0.346,0.33,0.65,41.5,0.81
3037,1,0,0,4,0,3,1368,0.045,0.17,0.95,47.59,0.77
3038,1,1,4,0,0,2,2154,0.22,0.25,0.78,51.71,0.86
3039,1,0,0,4,0,2,0,0.0,0.12,1.0,49.67,0.79
3040,1,0,1,4,0,2,1049,0.071,0.12,0.93,76.41,0.92
3041,1,0,2,3,0,3,0,0.0,0.12,1.0,53.9,0.63
3045,1,0,1,1,0,1,1929,0.223,0.1,0.78,45.68,0.76
3051,1,1,0,0,0,2,1367,0.418,0.1,0.58,26.78,0.69
3053,1,0,0,2,0,1,2458,0.185,0.12,0.82,52.29,0.8
3056,1,1,1,0,0,3,1365,0.5,0.12,0.5,51.72,0.87
3058,1,0,0,1,0,1,881,0.241,0.2,0.76,49.95,0.67
3059,1,0,1,3,0,3,1368,0.06,0.12,0.94,52.85,0.82
3063,1,0,0,3,0,2,1704,0.371,0.08,0.63,45.66,0.8
3065,1,0,2,2,0,1,1899,0.107,0.1,0.89,62.28,0.73
3067,1,1,0,0,0,1,1444,0.408,0.25,0.59,49.42,0.79
3071,1,0,3,3,0,3,0,0.0,0.17,1.0,40.73,0.89
3075,1,1,3,0,0,2,0,0.0,0.17,1.0,29.4,0.78
3078,1,1,0,0,0,1,0,0.0,0.12,1.0,70.4,0.73
3081,1,1,1,0,0,3,988,0.128,0.2,0.87,49.48,0.66
3084,1,1,1,0,0,3,2088,0.209,0.12,0.79,57.87,0.73
3089,1,0,3,1,0,1,1445,0.182,0.25,0.82,58.69,0.71
3090,1,1,0,0,1,3,1650,0.129,0.5,0.87,39.87,0.71
3092,1,1,1,0,0,2,688,0.478,0.25,0.52,48.93,0.7
3093,1,0,2,4,0,3,1839,0.142,0.12,0.86,59.07,0.65
3095,1,1,1,0,0,1,0,0.0,0.17,1.0,53.74,0.71
3098,1,1,0,1,1,1,1242,0.081,0.25,0.92,57.33,0.68
3099,1,0,1,3,0,1,0,0.0,0.12,1.0,57.07,0.85
3100,1,0,1,1,0,2,1754,0.681,0.5,0.32,41.74,0.81
3104,1,0,2,2,0,2,2301,0.068,0.08,0.93,48.7,0.78
3110,1,1,0,0,0,3,1656,0.635,0.1,0.37,47.25,0.92
3112,1,0,1,2,0,2,1420,0.068,0.25,0.93,57.28,0.82
3114,1,1,2,1,0,3,2044,0.666,0.25,0.33,65.19,0.89
3116,1,0,1,4,0,2,2517,0.38,0.17,0.62,52.87,0.85
3117,1,1,1,0,0,3,0,0.0,0.17,1.0,61.61,0.88
3118,1,0,1,4,0,3,2139,0.212,1.0,0.79,46.15,0.67
3119,1,1,2,0,0,2,2517,0.305,0.25,0.7,51.55,0.86
3122,1,1,2,0,0,3,2002,0.278,0.12,0.72,54.64,0.82
3124,1,0,1,3,0,2,0,0.0,0.25,1.0,60.76,0.77
3130,-1,0,2,3,0,1,0,0.0,0.12,1.0,36.94,0.47
3133,1,1,0,1,1,3,1675,0.106,0.25,0.89,59.37,0.77
3134,-1,1,0,1,0,3,2517,0.312,0.5,0.69,39.48,0.8
3141,1,0,1,3,0,2,2517,0.256,0.17,0.74,40.1,0.78
3142,1,1,3,1,0,4,1689,0.234,0.12,0.77,51.85,0.89
3150,-1,0,1,3,0,3,0,0.0,0.5,1.0,39.24,0.76
3151,1,0,1,2,0,3,0,0.0,0.12,1.0,47.12,0.78
3154,1,1,1,0,0,1,2000,0.281,0.5,0.72,62.88,0.84
3160,1,0,1,3,0,3,0,0.0,0.17,1.0,59.56,0.75
3163,1,0,2,3,0,2,1020,0.042,0.17,0.96,39.42,0.85
3164,-1,0,1,2,0,3,2517,0.217,0.17,0.78,38.21,0.83
3168,-1,0,0,4,1,4,0,0.0,0.12,1.0,46.89,0.89
3169,1,1,2,0,0,2,892,0.156,0.17,0.84,50.04,0.65
3173,1,1,1,0,0,3,0,0.0,0.17,1.0,70.76,0.85
3177,1,0,1,3,0,2,0,0.0,0.2,1.0,53.94,0.71
3178,1,0,3,2,0,1,0,0.0,0.17,1.0,48.81,0.58
3179,1,1,1,1,0,2,2517,0.763,0.17,0.24,51.33,0.57
3180,-1,1,0,0,1,2,2517,0.187,0.17,0.81,45.33,0.79
3183,1,0,0,4,0,3,2049,0.469,0.17,0.53,40.74,0.38
3184,1,1,0,0,0,3,1037,0.603,0.17,0.4,47.04,0.72
3185,1,0,0,2,0,2,1619,0.737,0.17,0.26,31.38,0.83
3187,1,0,1,4,0,2,1190,0.056,0.17,0.94,74.17,0.86
3190,1,0,1,3,0,1,1280,0.074,0.25,0.93,55.61,0.74
3192,1,0,0,1,0,1,1426,0.156,0.17,0.84,51.4,0.64
3196,1,1,1,0,0,2,1023,0.127,0.25,0.87,74.98,0.8
3198,1,0,4,2,0,3,0,0.0,0.25,1.0,61.97,0.85
3202,1,0,0,4,0,2,1525,0.051,0.17,0.95,57.87,0.9
3203,1,0,0,3,0,1,1079,0.149,0.17,0.85,64.19,0.89
3205,1,0,1,2,0,5,2517,0.075,0.5,0.92,67.41,0.76
3212,1,0,0,4,0,2,2019,0.235,0.5,0.77,50.21,0.88
3213,1,0,1,3,0,3,1963,0.272,0.33,0.73,58.96,0.8
3216,1,0,1,3,0,2,2321,0.322,0.5,0.68,45.63,0.89
3217,1,0,2,3,1,1,1421,0.05,0.12,0.95,52.74,0.73
3218,-1,0,0,3,0,3,0,0.0,0.1,1.0,50.83,0.81
3222,1,0,2,1,0,2,866,0.122,0.25,0.88,53.96,0.87
3224,1,0,2,3,0,3,754,0.167,0.17,0.83,36.58,0.61
3225,1,0,3,1,0,3,1126,0.445,0.25,0.56,46.43,0.69
3227,-1,0,0,1,0,3,0,0.0,0.17,1.0,50.43,0.9
3228,1,0,1,1,0,3,2034,0.368,0.5,0.63,71.12,0.58
3229,1,1,4,0,0,3,813,0.468,0.12,0.53,63.26,0.77
3231,1,0,1,4,0,2,1190,0.034,0.17,0.97,36.69,0.76
3232,1,0,2,1,0,1,1254,0.113,0.17,0.89,59.56,0.53
3234,-1,0,4,3,0,3,504,0.069,1.0,0.93,58.9,0.85
3238,1,0,2,1,0,2,1421,0.407,0.12,0.59,42.4,0.76
3239,1,1,0,0,0,2,1619,0.685,0.17,0.32,49.69,0.62
3244,1,1,0,1,0,2,1243,0.222,0.17,0.78,51.74,0.61
3247,1,1,3,0,0,1,2043,0.747,0.17,0.25,54.17,0.8
3259,1,0,2,2,0,3,1115,0.035,0.1,0.97,34.36,0.79
3261,1,0,4,2,0,3,1101,0.101,0.17,0.9,56.74,0.84
3265,1,1,0,0,0,3,0,0.0,0.25,1.0,54.06,0.79
3267,1,0,2,2,0,2,1206,0.113,0.25,0.89,65.5,0.76
3268,1,0,1,2,0,3,0,0.0,0.12,1.0,61.62,0.73
3269,1,0,4,1,0,3,0,0.0,0.17,1.0,41.89,0.86
3273,1,0,0,4,0,2,1329,0.039,0.12,0.96,50.73,0.9
3274,1,0,2,2,0,2,0,0.0,0.5,1.0,52.42,0.89
3275,-1,1,0,0,0,3,2517,0.685,0.25,0.32,54.66,0.82
3276,1,0,1,2,0,3,2191,0.239,0.33,0.76,65.26,0.86
3278,1,1,2,0,0,1,737,0.137,0.12,0.86,36.67,1.0
3281,1,1,0,0,0,2,0,0.0,0.12,1.0,69.58,0.8
3282,1,0,4,1,0,3,1961,0.187,0.25,0.81,41.0,0.69
3287,1,1,1,1,0,5,1482,0.434,0.12,0.57,60.85,0.71
3292,1,0,1,3,0,3,1217,0.06,0.12,0.94,68.87,0.85
3295,1,0,0,1,0,1,0,0.0,0.25,1.0,55.13,0.71
3296,1,0,1,3,0,1,0,0.0,0.12,1.0,52.15,0.89
3297,1,1,0,0,0,2,0,0.0,0.25,1.0,70.98,0.55
3300,1,1,1,0,0,3,995,0.638,0.25,0.36,33.38,0.72
3301,1,0,3,3,0,2,0,0.0,0.08,1.0,58.15,0.75
3302,1,0,1,4,0,2,889,0.04,0.25,0.96,67.95,0.71
3304,1,1,1,1,0,3,1590,0.337,0.25,0.66,62.93,0.67
3305,1,0,1,3,0,2,1211,0.234,0.17,0.77,46.58,0.8
3306,-1,0,1,2,0,2,464,0.094,0.17,0.91,40.94,0.76
3307,1,0,1,2,0,2,2517,0.207,0.2,0.79,54.27,0.71
3312,1,1,2,0,0,1,0,0.0,0.2,1.0,61.26,0.9
3313,1,1,0,0,1,1,1391,0.127,0.2,0.87,50.83,0.78
3315,1,0,1,1,0,2,2258,0.904,0.2,0.1,63.41,0.85
3325,1,0,0,4,1,2,1959,0.057,0.1,0.94,74.02,0.76
3328,-1,0,2,2,0,3,0,0.0,0.12,1.0,49.53,0.68
3330,1,0,2,1,0,2,710,0.369,0.1,0.63,63.48,0.88
3334,1,0,1,1,0,1,1029,0.425,0.25,0.57,42.45,0.78
3335,1,1,1,0,0,3,792,0.536,0.17,0.46,61.54,0.77
3337,1,1,3,0,0,1,1845,0.738,0.17,0.26,45.12,1.2
3338,1,0,4,3,0,1,0,0.0,0.12,1.0,51.91,0.73
3340,1,1,1,0,0,2,1489,0.599,0.33,0.4,48.01,0.73
3341,1,0,0,2,0,3,1463,0.099,0.5,0.9,57.34,0.78
3343,1,1,2,0,0,1,0,0.0,0.1,1.0,52.43,0.78
3348,1,0,3,4,0,2,968,0.174,0.17,0.83,43.33,0.8
3349,1,0,2,2,0,2,1720,0.711,0.5,0.29,67.17,0.72
3353,1,1,1,0,0,3,1688,0.814,0.5,0.19,56.43,0.57
3355,1,0,0,3,0,2,0,0.0,0.5,1.0,52.57,0.86
3358,1,0,0,3,0,2,1597,0.1,0.08,0.9,61.49,0.89
3361,1,0,2,3,0,1,0,0.0,0.25,1.0,51.63,0.92
3365,1,0,2,3,0,3,1296,0.262,0.17,0.74,50.0,0.78
3367,-1,1,4,0,0,3,326,0.111,0.5,0.89,92.83,0.81
3368,1,0,0,2,0,1,0,0.0,0.17,1.0,44.71,0.89
3376,-1,1,4,1,0,3,0,0.0,0.5,1.0,61.52,0.77
3377,1,1,1,0,0,5,1902,0.228,0.12,0.77,48.77,0.86
3385,1,0,1,3,0,1,2049,0.087,0.12,0.91,58.13,0.85
3389,1,1,0,0,0,2,1860,0.726,0.12,0.27,45.47,0.82
3390,1,1,3,1,1,2,0,0.0,0.25,1.0,62.0,0.82
3395,1,0,2,4,0,3,868,0.1,0.17,0.9,59.31,0.78
3396,1,0,1,3,0,1,1519,0.079,0.12,0.92,50.72,0.92
3398,-1,0,1,3,0,3,0,0.0,0.12,1.0,50.69,0.88
3399,1,0,4,2,0,1,0,0.0,0.25,1.0,60.91,0.73
3400,1,0,0,0,1,3,1846,0.16,0.17,0.84,38.66,0.97
3406,1,0,1,2,0,2,2016,0.447,0.25,0.55,69.61,0.8
3410,1,1,1,0,0,2,1535,0.184,0.33,0.82,50.6,0.92
3417,1,0,2,3,0,3,1405,0.593,0.1,0.41,59.49,0.74
3418,-1,1,1,1,0,5,2517,0.231,0.5,0.77,40.46,0.92
3421,1,1,0,0,1,3,938,0.065,0.25,0.93,48.13,0.57
3422,1,0,1,1,0,3,1985,0.496,0.12,0.5,68.94,0.66
3427,1,0,1,2,0,2,0,0.0,0.25,1.0,52.78,0.8
3429,1,0,4,2,1,1,0,0.0,0.08,1.0,48.75,0.97
3432,1,1,0,0,0,1,1334,0.143,0.17,0.86,69.23,0.92
3433,1,0,1,2,0,2,948,0.039,0.25,0.96,64.27,0.86
3435,1,0,1,0,0,3,1015,0.442,0.5,0.56,41.05,1.29
3439,1,0,0,3,0,1,1010,0.079,0.25,0.92,46.92,0.79
3440,1,1,0,0,0,2,1465,0.279,0.33,0.72,60.26,0.69
3443,1,0,4,2,0,2,1167,0.145,0.5,0.85,46.44,0.86
3445,1,1,4,1,0,1,1008,0.212,0.17,0.79,45.67,0.85
3447,1,0,0,1,0,1,1420,0.224,0.17,0.78,51.12,0.8
3451,1,1,1,0,0,3,535,0.098,0.17,0.9,41.86,0.75
3454,1,1,1,0,0,2,2517,0.805,0.33,0.19,62.28,0.86
3457,-1,1,4,1,0,3,2391,0.447,0.25,0.55,46.13,0.72
3458,1,0,0,2,0,2,1838,0.187,0.12,0.81,54.8,0.76
3459,1,0,2,4,0,1,0,0.0,0.2,1.0,58.15,0.72
3461,1,0,4,0,0,1,1338,0.15,0.08,0.85,60.74,0.77
3464,1,1,1,0,0,2,0,0.0,0.25,1.0,48.85,0.79
3467,1,0,4,3,0,5,0,0.0,0.25,1.0,43.97,0.66
3472,-1,0,2,2,1,3,0,0.0,0.12,1.0,58.93,0.73
3473,1,1,1,0,0,2,994,0.141,0.17,0.86,46.54,0.9
3474,-1,0,1,2,0,2,0,0.0,0.17,1.0,53.12,0.79
3478,1,0,1,2,0,3,2202,0.274,0.17,0.73,56.56,0.63
3481,1,1,0,0,0,3,640,0.093,0.33,0.91,48.79,0.83
3482,1,1,3,0,1,3,1580,0.113,0.25,0.89,55.41,0.83
3483,1,0,3,1,0,2,2109,0.186,0.25,0.81,49.93,0.82
3484,1,1,1,0,0,1,989,0.579,0.12,0.42,51.78,0.85
3487,1,1,2,0,0,1,700,0.201,0.17,0.8,49.59,0.74
3488,1,0,0,3,1,3,0,0.0,0.17,1.0,52.2,0.86
3492,-1,0,1,3,0,3,1636,0.13,0.2,0.87,34.47,0.72
3493,1,0,4,3,0,3,0,0.0,0.08,1.0,66.55,0.85
3494,1,0,0,4,0,2,1791,0.577,0.5,0.42,52.71,0.88
3499,1,0,0,3,0,1,1189,0.217,0.12,0.78,50.23,0.78
3500,1,0,1,4,0,1,1924,0.098,0.25,0.9,46.88,0.73
3502,1,0,1,2,0,2,2517,0.107,0.25,0.89,48.45,0.68
3503,1,0,1,3,0,2,2386,0.11,0.12,0.89,52.91,0.82
3504,1,1,0,0,0,3,1429,0.291,0.12,0.71,54.38,0.91
3505,1,0,1,1,0,1,0,0.0,0.17,1.0,65.0,0.69
3508,1,0,2,3,0,3,888,0.062,0.1,0.94,58.61,0.85
3510,1,1,0,1,1,2,905,0.048,0.2,0.95,39.42,0.8
3515,1,1,2,1,1,2,1227,0.078,0.08,0.92,47.14,0.87
3519,1,0,0,2,0,1,2055,0.06,0.25,0.94,54.7,0.77
3520,1,0,0,4,0,3,2517,0.104,1.0,0.9,61.41,0.59
3522,1,1,2,0,0,2,1251,0.164,0.12,0.84,38.58,0.91
3526,1,1,1,0,0,2,0,0.0,0.25,1.0,44.62,0.79
3527,-1,0,1,4,0,1,0,0.0,0.12,1.0,41.1,0.9
3530,1,0,1,3,0,1,838,0.089,0.1,0.91,50.11,0.79
3533,-1,0,0,1,0,4,0,0.0,0.2,1.0,49.39,0.75
3535,1,0,2,4,0,2,1052,0.039,0.17,0.96,60.0,0.82
3536,1,0,1,0,0,3,0,0.0,0.25,1.0,67.57,0.81
3541,1,0,4,4,0,1,738,0.064,0.25,0.94,43.6,0.82
3544,1,0,3,2,0,2,2323,0.08,0.25,0.92,46.56,0.87
3545,1,0,1,1,0,3,942,0.188,0.12,0.81,50.33,0.71
3548,1,0,2,4,0,3,765,0.027,0.1,0.97,39.17,1.0
3550,1,1,1,0,0,1,1428,0.729,0.17,0.27,59.09,0.77
3554,1,0,3,3,0,3,0,0.0,0.12,1.0,43.54,0.77
3555,-1,0,1,1,0,3,512,0.035,0.17,0.97,55.88,0.8
3556,1,0,0,2,1,2,1461,0.042,0.25,0.96,48.8,0.89
3557,1,1,2,1,0,3,1314,0.15,0.17,0.85,63.62,0.91
3559,1,0,1,3,0,1,1241,0.567,0.25,0.43,67.3,0.82
3562,1,1,1,0,0,3,1038,0.634,0.25,0.37,59.29,0.92
3569,1,0,2,2,0,3,0,0.0,0.25,1.0,50.68,0.84
3572,1,0,1,3,0,2,1115,0.115,0.17,0.88,72.19,0.8
3573,1,1,4,1,0,3,1428,0.21,0.17,0.79,56.6,0.9
3574,1,1,1,0,0,3,1379,0.277,0.25,0.72,69.21,0.7
3576,1,1,4,0,0,2,0,0.0,0.2,1.0,49.37,0.6
3578,1,0,1,1,0,3,2271,0.867,0.33,0.13,63.92,0.7
3580,1,1,0,1,0,3,1652,0.616,0.2,0.38,58.31,0.83
3581,1,1,0,0,0,1,2181,0.743,0.1,0.26,59.62,0.69
3582,1,0,1,3,0,3,1775,0.237,0.08,0.76,51.16,0.89
3583,1,0,3,3,0,2,1419,0.562,0.2,0.44,52.72,0.71
3585,1,1,0,0,0,3,1377,0.485,0.08,0.51,72.74,0.66
3592,1,1,3,0,0,3,1031,0.717,0.33,0.28,45.94,0.86
3593,1,0,4,3,0,2,804,0.15,0.25,0.85,60.96,0.77
3595,1,0,4,3,0,1,0,0.0,0.17,1.0,41.6,0.69
3597,-1,1,1,0,0,3,0,0.0,0.12,1.0,51.98,0.88
3598,-1,0,1,2,0,2,2319,0.309,0.12,0.69,32.86,0.62
3599,1,1,1,1,0,2,1674,0.307,1.0,0.69,48.34,0.78
3602,1,0,2,1,0,3,2517,0.412,0.25,0.59,61.1,0.82
3605,1,0,3,3,1,3,0,0.0,0.1,1.0,55.25,0.92
3606,1,0,0,4,0,1,1451,0.081,0.1,0.92,53.69,0.85
3607,1,0,1,4,0,3,868,0.168,0.12,0.83,62.02,0.74
3614,1,0,1,2,0,2,1483,0.052,0.12,0.95,58.41,0.79
3615,1,1,1,0,0,2,1330,0.613,0.08,0.39,59.89,0.7
3617,-1,0,4,4,0,2,552,0.061,0.25,0.94,47.12,0.83
3620,1,1,2,1,0,1,1537,0.181,0.25,0.82,62.9,0.55
3624,1,1,3,0,0,1,611,0.349,0.1,0.65,64.0,0.89
3625,1,1,2,0,0,3,0,0.0,0.12,1.0,44.69,0.74
3629,-1,0,1,3,0,2,2332,0.342,0.25,0.66,51.65,0.68
3630,1,1,4,1,0,1,850,0.304,0.17,0.7,57.06,0.9
3635,1,1,2,0,0,3,787,0.547,0.2,0.45,79.09,0.97
3636,1,0,4,2,0,3,1046,0.03,0.17,0.97,45.2,0.8
3639,1,0,0,2,0,2,1747,0.155,0.12,0.85,36.3,0.81
3642,1,0,0,3,0,1,1942,0.558,0.2,0.44,55.75,0.86
3645,1,0,3,1,0,3,2035,0.212,0.33,0.79,55.88,0.75
3646,1,0,0,2,0,3,0,0.0,0.1,1.0,51.59,0.75
3647,1,1,1,0,0,1,1909,0.811,0.25,0.19,66.36,0.68
3648,1,1,1,0,1,1,1418,0.123,0.12,0.88,64.1,0.88
3649,1,0,2,1,0,2,1002,0.199,0.25,0.8,46.73,0.86
3650,1,1,0,0,0,3,1614,0.625,0.12,0.38,51.86,0.78
3656,1,0,1,2,0,2,974,0.053,0.12,0.95,45.52,0.58
3658,1,0,1,2,0,3,1259,0.036,0.12,0.96,48.88,0.66
3659,1,0,4,2,0,3,1449,0.143,0.5,0.86,60.64,0.78
3662,1,0,2,0,0,2,1053,0.461,0.5,0.54,63.49,0.69
3663,1,0,1,2,0,3,569,0.09,0.12,0.91,47.89,0.77
3666,1,0,0,1,0,2,0,0.0,0.25,1.0,46.0,0.8
3669,1,0,0,3,0,1,996,0.243,0.5,0.76,47.88,0.8
3671,1,1,1,1,0,3,1044,0.455,0.12,0.55,48.63,0.81
3674,1,0,1,3,0,2,2517,0.638,0.25,0.36,59.78,0.76
3677,1,1,0,0,1,3,1339,0.113,0.25,0.89,57.42,0.77
3679,1,0,0,2,0,3,1664,0.064,0.12,0.94,60.16,0.77
3680,1,1,0,0,0,3,2264,0.806,0.12,0.19,48.14,0.81
3682,1,0,2,2,1,3,0,0.0,0.5,1.0,41.48,0.46
3683,1,0,3,3,0,2,576,0.051,0.5,0.95,53.16,0.59
3684,1,0,1,2,0,1,1238,0.194,0.12,0.81,62.41,0.69
3685,1,0,1,4,0,2,761,0.022,0.17,0.98,52.6,0.83
3687,1,0,0,2,0,3,0,0.0,0.17,1.0,63.97,0.84
3688,1,0,1,3,0,3,1779,0.307,0.2,0.69,64.58,0.9
3689,1,0,0,3,0,2,1247,0.057,0.25,0.94,62.49,0.87
3690,1,0,0,3,1,2,1459,0.046,0.08,0.95,67.99,0.8
3692,-1,1,3,0,0,3,1966,0.951,0.12,0.05,73.98,0.88
3695,1,0,0,2,0,3,1519,0.346,0.1,0.65,59.54,0.8
3698,1,0,3,1,1,3,0,0.0,0.5,1.0,58.56,0.69
3702,1,1,1,0,0,1,1671,0.333,0.17,0.67,41.05,0.62
3703,1,1,2,0,0,1,1083,0.444,0.25,0.56,56.92,0.89
3704,1,1,2,0,0,1,1655,0.334,0.1,0.67,57.98,0.87
3705,1,1,0,0,0,3,0,0.0,0.33,1.0,54.37,0.78
3706,-1,0,4,3,0,3,1369,0.121,0.12,0.88,43.55,0.83
3708,1,0,0,3,1,3,1566,0.045,0.12,0.95,74.74,0.82
3709,1,1,1,0,0,3,1358,0.427,0.33,0.57,49.23,0.88
3711,1,0,1,2,0,3,1582,0.122,0.25,0.88,57.1,0.85
3712,1,0,1,3,0,3,0,0.0,0.25,1.0,62.54,0.88
3713,1,0,1,2,1,3,2183,0.063,0.33,0.94,54.39,0.9
3716,1,0,0,2,0,3,2396,0.098,0.5,0.9,60.75,0.6
3718,-1,1,3,0,0,4,0,0.0,0.12,1.0,59.16,0.91
3719,1,1,1,0,1,2,1149,0.114,0.25,0.89,44.64,0.8
3725,1,1,0,0,0,2,0,0.0,0.12,1.0,53.63,0.89
3726,-1,1,0,0,0,2,0,0.0,0.17,1.0,40.95,0.82
3727,1,1,3,0,0,3,783,0.544,0.2,0.46,49.49,0.71
3729,1,0,1,2,0,1,585,0.073,0.25,0.93,55.16,0.93
3733,1,0,1,1,0,2,1613,0.643,0.5,0.36,49.63,0.82
3736,1,0,2,3,0,3,1180,0.06,0.12,0.94,62.8,0.85
3737,1,0,0,1,0,3,1735,0.262,0.17,0.74,45.51,0.49
3739,-1,1,3,0,0,3,2517,0.829,0.17,0.17,62.12,0.82
3740,1,0,1,3,0,3,0,0.0,0.2,1.0,51.71,0.62
3742,1,0,0,4,0,1,0,0.0,0.5,1.0,57.29,0.8
3746,1,1,3,0,0,4,1519,0.291,0.12,0.71,70.08,0.62
3747,1,1,0,0,0,5,1758,0.228,0.5,0.77,82.31,0.83
3748,1,0,0,0,0,1,1830,0.253,0.2,0.75,61.08,0.8
3752,1,1,3,0,0,3,973,0.219,0.17,0.78,49.08,0.91
3756,1,1,4,0,0,3,1565,0.851,0.5,0.15,62.75,0.64
3757,1,0,0,2,0,2,1568,0.088,0.12,0.91,47.09,0.3
3761,1,0,0,0,0,3,1559,0.196,0.25,0.8,68.92,0.83
3762,1,0,1,1,0,3,1504,0.268,0.5,0.73,39.0,1.03
3765,1,1,0,1,0,1,1654,0.654,0.17,0.35,40.81,0.82
3768,1,1,1,0,0,1,1152,0.589,0.5,0.41,58.28,0.74
3771,1,0,1,3,0,1,1475,0.06,0.12,0.94,58.42,0.67
3775,1,0,0,2,0,2,1204,0.087,0.33,0.91,66.43,0.9
3778,1,1,4,1,0,3,2517,0.876,0.12,0.12,58.63,0.74
3781,1,1,0,0,0,3,1508,0.504,0.12,0.5,58.34,0.81
3786,1,0,0,2,0,1,0,0.0,0.12,1.0,45.99,0.83
3787,1,0,1,1,0,3,0,0.0,0.17,1.0,49.86,0.84
3792,1,1,0,0,0,2,1660,0.64,0.5,0.36,59.82,0.86
3793,1,0,4,3,0,3,0,0.0,0.12,1.0,63.17,0.83
3799,1,0,3,3,0,2,0,0.0,0.2,1.0,60.09,0.91
3800,-1,1,4,0,4,2,193,0.012,0.33,0.99,43.93,0.82
3803,1,1,2,0,0,1,0,0.0,0.17,1.0,54.2,0.55
3807,1,0,0,4,0,2,0,0.0,0.17,1.0,67.93,0.8
3810,-1,0,1,3,0,3,0,0.0,0.25,1.0,37.97,0.69
3812,1,1,0,0,0,3,1960,0.262,0.12,0.74,47.61,0.87
3813,-1,0,0,3,1,3,0,0.0,0.17,1.0,42.11,0.86
3814,1,0,0,3,0,1,1214,0.212,0.2,0.79,58.49,0.89
3816,1,0,1,3,0,2,1600,0.073,0.25,0.93,58.39,0.57
3818,1,0,4,2,0,1,1741,0.616,0.25,0.38,61.48,0.82
3819,1,1,1,0,0,3,0,0.0,0.17,1.0,48.69,0.58
3820,-1,1,3,1,0,3,812,0.143,0.17,0.86,49.14,0.81
3821,1,0,1,2,0,2,1344,0.211,0.2,0.79,56.17,0.89
3823,1,1,0,0,0,2,1290,0.765,0.1,0.24,48.82,0.82
3826,1,1,0,0,0,2,1662,0.189,0.33,0.81,52.49,0.79
3827,1,1,0,0,0,1,1358,0.191,0.5,0.81,67.82,0.56
3828,1,0,0,1,0,2,875,0.119,0.08,0.88,75.75,0.87
3829,1,1,1,0,0,1,1366,0.683,0.1,0.32,69.55,0.49
3832,1,0,1,1,0,3,1921,0.457,0.33,0.54,51.33,0.75
3833,1,1,4,0,0,3,986,0.634,0.17,0.37,62.48,0.82
3835,-1,0,2,2,0,3,0,0.0,0.25,1.0,49.57,0.87
3836,1,0,0,1,0,1,1035,0.5,0.5,0.5,55.3,0.72
3837,-1,0,0,2,0,2,0,0.0,0.12,1.0,46.38,0.7
3838,1,0,4,3,0,3,1166,0.077,0.25,0.92,56.59,0.65
3839,-1,0,1,2,0,3,0,0.0,0.25,1.0,32.76,0.72
3840,1,0,0,2,0,3,1592,0.082,0.17,0.92,54.95,0.88
3841,1,0,0,3,0,2,1944,0.867,0.33,0.13,41.77,0.32
3842,1,1,1,0,0,2,1934,0.662,0.25,0.34,56.78,0.77
3843,1,1,0,1,0,2,1343,0.171,0.1,0.83,49.03,0.44
3844,1,0,3,1,1,3,2236,0.136,0.2,0.86,49.89,0.73
3846,1,1,0,0,0,3,1835,0.62,0.25,0.38,61.58,0.63
3847,1,0,1,4,0,3,871,0.081,0.33,0.92,47.37,0.88
3848,1,1,1,0,0,1,2216,0.76,0.12,0.24,67.52,0.7
3850,1,1,2,0,0,3,2053,0.452,0.12,0.55,44.18,0.68
3854,1,1,1,0,0,6,1271,0.754,0.17,0.25,53.83,0.73
3857,1,1,0,0,0,1,1604,0.617,0.08,0.38,60.44,0.83
3859,-1,1,1,1,0,3,0,0.0,0.25,1.0,65.97,0.86
3861,1,0,3,0,0,2,0,0.0,0.17,1.0,56.46,0.87
3864,1,0,2,3,0,3,1560,0.071,0.5,0.93,44.56,0.88
3866,1,0,0,2,0,2,2444,0.327,0.2,0.67,64.56,0.69
3868,1,0,0,3,0,3,0,0.0,0.25,1.0,44.91,0.78
